Trajectories																		
100																		
	KNEE MODEL:SHIN1			KNEE MODEL:SHIN3			KNEE MODEL:SHIN2			KNEE MODEL:THIGH2			KNEE MODEL:THIGH3			KNEE MODEL:THIGH1		
Frame	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z
	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm
1267	21.5815	431.396	333.868	6.0516	318.356	242.142	42.3776	523.306	214.952	-24.6423	377.256	36.2651	-0.935541	375.672	21.4957	14.9242	400.652	33.4264
1268	21.4657	431.522	333.877	6.37494	318.44	242.17	41.9689	523.476	214.967	-24.6631	377.25	36.2618	-0.947725	375.671	21.4964	14.9124	400.654	33.4342
1269	21.3003	431.615	333.871	6.58194	318.483	242.154	41.5219	523.635	214.961	-24.6644	377.253	36.2497	-0.948102	375.669	21.4832	14.9093	400.651	33.4179
1270	21.0788	431.674	333.871	6.70237	318.509	242.146	41.0884	523.784	214.976	-24.6736	377.251	36.2481	-0.957842	375.669	21.4705	14.8917	400.657	33.4002
1271	20.8435	431.709	333.86	6.81	318.535	242.135	40.679	523.883	214.979	-24.63	377.236	36.2515	-0.935301	375.67	21.4685	14.8915	400.653	33.3798
1272	20.5814	431.733	333.879	6.85984	318.542	242.15	40.2547	523.969	214.996	-24.6323	377.238	36.2691	-0.88127	375.675	21.5048	14.8926	400.656	33.3902
1273	20.3611	431.742	333.927	6.90011	318.537	242.169	39.8425	524.036	215.001	-24.6283	377.244	36.2818	-0.870388	375.676	21.5174	14.9062	400.652	33.4101
1274	20.119	431.739	333.968	6.89399	318.511	242.173	39.5853	524.074	215.113	-24.6727	377.253	36.2784	-0.941556	375.666	21.4945	14.9125	400.656	33.428
1275	19.8865	431.72	334.026	6.87149	318.475	242.167	39.3544	524.098	215.244	-24.6846	377.248	36.2608	-0.958276	375.668	21.4861	14.9097	400.652	33.4301
1276	19.6126	431.639	334.047	6.75374	318.417	242.141	39.1331	524.069	215.319	-24.6889	377.242	36.2515	-0.972297	375.66	21.4735	14.8968	400.65	33.4154
1277	19.3303	431.47	334.063	6.56619	318.324	242.117	38.932	523.994	215.372	-24.6802	377.242	36.2566	-0.954976	375.664	21.47	14.8867	400.647	33.3992
1278	19.0581	431.261	334.096	6.29052	318.19	242.075	38.8437	523.845	215.471	-24.6468	377.235	36.2622	-0.889186	375.67	21.4976	14.8877	400.641	33.383
1279	18.7934	430.968	334.169	5.93582	317.965	242.025	38.8091	523.61	215.604	-24.6425	377.232	36.2772	-0.864222	375.66	21.5162	14.8942	400.638	33.3958
1280	18.529	430.611	334.257	5.48443	317.723	241.977	39.0727	523.281	215.892	-24.6505	377.235	36.2719	-0.935273	375.663	21.4909	14.9034	400.64	33.4098
1281	18.2404	430.159	334.372	4.93119	317.429	241.947	39.3545	522.884	216.153	-24.685	377.245	36.2718	-0.962435	375.659	21.4925	14.9052	400.636	33.4325
1282	17.9864	429.607	334.428	4.2182	317.059	241.828	39.7403	522.364	216.375	-24.6769	377.24	36.2521	-0.963505	375.654	21.4824	14.9121	400.63	33.4221
1283	17.731	429.017	334.52	3.45756	316.693	241.747	40.2152	521.819	216.624	-24.6772	377.24	36.2544	-0.959667	375.64	21.4822	14.8954	400.621	33.4188
1284	17.5375	428.399	334.585	2.64557	316.275	241.617	40.7813	521.192	216.836	-24.6457	377.231	36.2393	-0.947274	375.638	21.4711	14.8962	400.609	33.3921
1285	17.3663	427.733	334.66	1.85335	315.881	241.541	41.3854	520.539	217.079	-24.6301	377.217	36.2435	-0.950773	375.634	21.4794	14.8873	400.61	33.3937
1286	17.2447	427.059	334.751	1.00304	315.469	241.382	42.0373	519.877	217.335	-24.6152	377.216	36.23	-0.93955	375.634	21.4755	14.9026	400.607	33.393
1287	17.1014	426.373	334.813	0.265197	315.079	241.319	42.7071	519.235	217.619	-24.6451	377.228	36.2392	-0.962163	375.632	21.4936	14.905	400.611	33.4233
1288	17.0486	425.723	334.883	-0.557682	314.68	241.157	43.412	518.551	217.835	-24.6118	377.229	36.2239	-0.940876	375.633	21.4896	14.9149	400.605	33.4219
1289	17.0239	425.014	334.944	-1.28987	314.273	241.056	44.1208	517.83	218.058	-24.6086	377.23	36.2255	-0.957698	375.634	21.4964	14.9077	400.603	33.4321
1290	17.036	424.276	334.978	-2.0683	313.846	240.873	44.8594	517.112	218.265	-24.5768	377.226	36.2023	-0.941412	375.63	21.4816	14.9122	400.6	33.4069
1291	17.0432	423.511	335.03	-2.86727	313.409	240.735	45.7132	516.3	218.515	-24.5963	377.23	36.2048	-0.9649	375.624	21.4802	14.8872	400.596	33.4026
1292	17.1214	422.679	335.055	-3.74819	312.92	240.532	46.6379	515.446	218.73	-24.5737	377.234	36.1851	-0.957641	375.626	21.4708	14.896	400.594	33.3857
1293	17.2087	421.76	335.127	-4.74079	312.415	240.332	47.7053	514.484	219.01	-24.5898	377.235	36.1947	-0.976282	375.623	21.4785	14.8953	400.597	33.4084
1294	17.2513	420.735	335.214	-5.7112	311.902	240.107	48.757	513.474	219.375	-24.5735	377.24	36.1847	-0.9575	375.625	21.4846	14.9147	400.59	33.4127
1295	17.2373	419.625	335.325	-6.79143	311.32	239.902	49.8071	512.369	219.764	-24.5845	377.238	36.1976	-0.962313	375.624	21.4999	14.9094	400.586	33.4367
1296	17.177	418.379	335.421	-8.015	310.687	239.636	50.9525	511.075	220.16	-24.5432	377.236	36.1826	-0.94576	375.621	21.4947	14.9178	400.581	33.4203
1297	16.9506	417.06	335.504	-9.45861	309.984	239.299	52.0843	509.688	220.643	-24.5782	377.262	36.1864	-0.968279	375.62	21.4963	14.8997	400.577	33.4173
1298	16.6334	415.605	335.59	-11.0087	309.214	238.968	53.2194	508.12	221.071	-24.5915	377.278	36.1774	-0.973082	375.612	21.48	14.895	400.562	33.396
1299	16.204	414.043	335.671	-12.7514	308.405	238.614	54.4301	506.418	221.588	-24.6474	377.302	36.1988	-0.992336	375.612	21.4797	14.8875	400.563	33.3993
1300	15.7668	412.401	335.783	-14.6985	307.652	238.224	56.0108	504.536	222.338	-24.721	377.343	36.2304	-0.979921	375.608	21.4793	14.8991	400.555	33.4031
1301	15.2659	410.662	335.922	-16.6103	306.785	237.985	57.4819	502.515	222.938	-24.8002	377.368	36.2772	-0.982144	375.604	21.4927	14.9831	400.509	33.4424
1302	14.9456	408.874	336.144	-18.9149	306.116	237.425	58.8899	500.446	223.543	-24.8047	377.368	36.2828	-0.979927	375.602	21.4998	14.996	400.504	33.4509
1303	14.3496	407.09	336.224	-20.9924	305.315	237.095	60.1584	498.34	224.097	-24.8197	377.372	36.2739	-0.994484	375.601	21.4988	14.9835	400.498	33.4457
1304	13.745	405.317	336.284	-23.263	304.627	236.58	61.5047	496.17	224.638	-24.8179	377.369	36.2612	-0.998289	375.597	21.4849	14.9753	400.495	33.4268
1305	13.1433	403.555	336.316	-25.4005	304.01	236.166	62.7703	494.041	225.191	-24.8148	377.37	36.2548	-0.996763	375.594	21.4769	14.9666	400.487	33.4165
1306	12.5808	401.881	336.374	-27.4652	303.409	235.697	64.0112	491.965	225.761	-24.8082	377.366	36.2666	-1.0004	375.591	21.4812	14.9691	400.483	33.4181
1307	12.066	400.259	336.416	-29.3903	302.894	235.276	65.1412	489.918	226.248	-24.7981	377.363	36.2736	-0.993802	375.592	21.492	14.9767	400.483	33.4263
1308	11.6613	398.774	336.442	-31.141	302.487	234.909	66.1634	488.015	226.62	-24.8131	377.373	36.2963	-0.993739	375.593	21.503	14.9827	400.485	33.445
1309	11.3598	397.378	336.432	-32.7641	302.048	234.515	67.275	486.205	226.999	-24.8232	377.371	36.2767	-1.00657	375.591	21.4996	14.9864	400.483	33.4488
1310	11.1339	396.071	336.408	-34.1208	301.671	234.213	68.2996	484.491	227.306	-24.8339	377.369	36.2672	-1.01796	375.591	21.4917	14.986	400.476	33.4456
1311	10.987	394.817	336.372	-35.5404	301.349	233.811	69.3048	482.868	227.586	-24.8246	377.374	36.2466	-1.01501	375.588	21.4708	14.9816	400.471	33.4188
1312	10.866	393.588	336.35	-36.7592	301.012	233.474	70.2264	481.257	227.832	-24.82	377.371	36.2547	-1.00469	375.579	21.4749	14.9797	400.468	33.4122
1313	10.7356	392.37	336.322	-37.947	300.678	233.144	71.1195	479.693	228.102	-24.8014	377.367	36.2611	-0.987767	375.583	21.4804	14.9875	400.463	33.4046
1314	10.5642	391.108	336.312	-39.1634	300.346	232.825	71.9643	478.075	228.39	-24.8027	377.366	36.2846	-0.993235	375.585	21.5024	14.9822	400.467	33.4308
1315	10.3407	389.821	336.28	-40.4474	300.033	232.465	72.8245	476.422	228.668	-24.7988	377.365	36.2801	-0.989178	375.583	21.4984	14.9964	400.469	33.4386
1316	10.0464	388.517	336.24	-41.6628	299.526	232.175	73.6275	474.722	228.96	-24.8213	377.368	36.2797	-1.01349	375.579	21.5023	14.9871	400.465	33.4499
1317	9.67911	387.195	336.177	-43.0541	299.238	231.755	74.411	472.978	229.243	-24.8163	377.373	36.2558	-1.01053	375.583	21.4873	14.9847	400.463	33.431
1318	9.29663	385.762	336.219	-44.4977	298.972	231.339	75.0792	471.262	229.573	-24.8288	377.374	36.2513	-1.02561	375.579	21.4825	14.9704	400.456	33.4179
1319	8.73786	384.4	336.132	-45.9813	298.743	230.887	75.6447	469.551	229.904	-24.8088	377.372	36.2414	-1.01543	375.579	21.4677	14.9838	400.455	33.4007
1320	7.96252	383.158	336.094	-47.5563	298.483	230.442	76.0672	467.822	230.321	-24.8204	377.374	36.2554	-1.02465	375.581	21.4792	14.972	400.454	33.4172
1321	7.10343	381.727	336.131	-49.1462	298.067	230.02	76.3895	466.083	230.785	-24.8003	377.367	36.2537	-1.00086	375.579	21.4854	14.9924	400.451	33.4182
1322	5.9503	380.375	336.116	-50.9834	297.822	229.554	76.5839	464.25	231.312	-24.736	377.36	36.2237	-1.01153	375.577	21.5021	14.9835	400.457	33.4415
1323	4.59703	378.977	336.134	-53.0872	297.653	228.914	76.6854	462.353	231.883	-24.6133	377.353	36.1633	-0.983938	375.583	21.4953	14.9921	400.454	33.4286
1324	2.94186	377.599	336.077	-55.2806	297.394	228.362	76.6139	460.389	232.513	-24.5454	377.343	36.1253	-1.00619	375.578	21.4948	14.9748	400.454	33.4286
1325	1.0919	376.183	336.073	-57.7921	297.413	227.618	76.4035	458.39	233.175	-24.499	377.331	36.0907	-1.00987	375.579	21.477	14.9798	400.449	33.4082
1326	-1.02504	374.778	336.005	-60.3402	297.206	226.89	76.0164	456.361	233.897	-24.4875	377.324	36.0754	-1.02407	375.587	21.4743	14.9735	400.455	33.4102
1327	-3.33163	373.418	335.942	-62.9793	297.026	226.208	75.4765	454.314	234.659	-24.4779	377.316	36.0619	-1.01383	375.586	21.4699	15.01	400.433	33.4104
1328	-5.90823	372.028	335.895	-65.8666	296.997	225.377	74.7817	452.216	235.531	-24.4727	377.305	36.073	-1.01144	375.583	21.4834	15.0278	400.4	33.4291
1329	-8.72587	370.65	335.799	-68.925	296.979	224.524	73.9773	450.011	236.43	-24.4469	377.293	36.083	-0.993522	375.581	21.4882	15.0424	400.374	33.4226
1330	-11.8022	369.257	335.681	-72.2782	297.119	223.463	72.9837	447.772	237.389	-24.4659	377.289	36.106	-0.99927	375.582	21.4942	14.9934	400.45	33.4328
1331	-15.0656	367.837	335.472	-75.6634	297.246	222.504	71.8533	445.504	238.358	-24.497	377.285	36.1166	-0.999508	375.578	21.4902	14.99	400.446	33.4222
1332	-18.5536	366.607	335.313	-79.1737	297.384	221.332	70.5613	443.24	239.324	-24.572	377.281	36.1328	-1.01698	375.573	21.487	14.9694	400.441	33.4161
1333	-22.0276	365.224	335.062	-82.6376	297.61	220.243	69.1807	440.957	240.306	-24.6153	377.279	36.1477	-1.01992	375.573	21.4802	14.9741	400.443	33.4109
1334	-25.6997	364.056	334.768	-86.067	297.822	218.998	67.7637	438.58	241.322	-24.66	377.284	36.1709	-1.0277	375.575	21.4771	14.9798	400.441	33.4119
1335	-29.4601	362.775	334.43	-89.2062	297.909	217.708	66.1403	436.216	242.375	-24.6815	377.294	36.1943	-1.02254	375.575	21.4835	14.9936	400.437	33.4254
1336	-33.4032	361.49	334.014	-93.621	298.726	216.344	64.4492	433.731	243.395	-24.7064	377.298	36.2135	-1.02098	375.575	21.4889	14.9915	400.437	33.4308
1337	-37.551	360.22	333.517	-97.6643	299.307	214.791	62.8937	430.915	244.495	-24.7348	377.304	36.2317	-1.02225	375.568	21.4874	14.9896	400.431	33.4322
1338	-41.9766	358.989	332.929	-101.94	300.063	213.135	60.9949	428.101	245.529	-24.7772	377.308	36.2508	-1.02209	375.565	21.4814	14.9769	400.426	33.4125
1339	-46.6141	357.846	332.274	-106.423	301.045	211.384	59.0952	424.98	246.531	-24.8174	377.316	36.2732	-1.03327	375.562	21.4813	14.9627	400.419	33.4062
1340	-51.4292	356.821	331.522	-111.169	302.344	209.509	57.0011	421.837	247.561	-24.8487	377.32	36.2808	-1.04515	375.557	21.4791	14.9678	400.411	33.4041
1341	-56.3954	355.916	330.686	-116.103	303.952	207.581	54.8422	418.498	248.502	-24.8833	377.328	36.2968	-1.05769	375.554	21.4873	14.9673	400.402	33.4198
1342	-61.3601	355.093	329.764	-121.061	305.829	205.548	52.643	415.051	249.407	-24.9118	377.341	36.2985	-1.05973	375.554	21.4831	14.9811	400.401	33.4218
1343	-66.2212	354.422	328.793	-126.033	307.95	203.563	50.4994	411.421	250.129	-24.9326	377.335	36.3009	-1.06809	375.555	21.4854	14.9692	400.398	33.4258
1344	-70.9935	353.707	327.721	-130.805	310.209	201.488	48.3542	407.735	250.864	-24.9285	377.333	36.2933	-1.07308	375.546	21.4668	14.9721	400.396	33.4088
1345	-75.4546	353.121	326.74	-135.292	312.525	199.447	46.2254	404.075	251.562	-24.9397	377.336	36.3193	-1.08281	375.546	21.4725	14.9594	400.393	33.4085
1346	-79.7093	352.571	325.697	-139.488	314.883	197.49	44.456	400.347	252.179	-24.9297	377.334	36.3218	-1.06469	375.545	21.4707	14.9658	400.386	33.3995
1347	-83.6817	352.043	324.666	-143.435	317.257	195.61	42.3218	396.991	252.656	-24.9552	377.333	36.3443	-1.06229	375.545	21.4918	14.957	400.39	33.4166
1348	-87.3553	351.584	323.633	-147.165	319.802	193.806	40.3639	393.446	252.986	-24.9571	377.335	36.3361	-1.05223	375.551	21.4886	14.965	400.392	33.4162
1349	-90.7874	351.259	322.668	-150.688	322.556	192.145	38.6859	389.756	253.327	-24.9872	377.336	36.3431	-1.07466	375.55	21.4962	14.9582	400.39	33.4297
1350	-93.8419	351.133	321.762	-153.858	325.424	190.663	37.076	386.491	253.466	-24.9824	377.331	36.3152	-1.07514	375.548	21.4774	14.9711	400.392	33.4182
1351	-96.3859	351.144	321.026	-156.605	328.192	189.459	35.8002	383.3	253.556	-25.0117	377.335	36.3301	-1.08074	375.546	21.4835	14.9558	400.389	33.4228
1352	-98.5264	351.268	320.352	-158.812	330.68	188.487	34.708	380.474	253.54	-24.9964	377.335	36.3165	-1.06987	375.545	21.4741	14.9695	400.385	33.4054
1353	-100.146	351.231	319.911	-160.648	333.103	187.749	33.7625	377.946	253.399	-25.0177	377.338	36.3356	-1.07941	375.546	21.488	14.9521	400.391	33.4166
1354	-101.389	351.357	319.447	-162.237	335.545	187.206	33.0101	375.517	253.155	-24.9985	377.34	36.3336	-1.07352	375.55	21.4851	14.9693	400.391	33.4173
1355	-102.647	351.518	319.28	-163.572	337.904	186.853	32.5015	373.108	252.905	-25.0035	377.342	36.3517	-1.07667	375.555	21.4985	14.9582	400.395	33.4327
1356	-102.809	351.41	319.003	-164.648	340.258	186.642	32.303	370.637	252.578	-24.9942	377.346	36.3407	-1.06385	375.555	21.4891	14.9711	400.395	33.4236
1357	-103.035	351.327	318.911	-165.49	342.488	186.637	32.2941	368.194	252.293	-25.0083	377.345	36.3425	-1.06807	375.555	21.4976	14.9695	400.398	33.4292
1358	-103.329	351.288	318.925	-166.048	344.53	186.776	32.5337	365.747	251.927	-25.0076	377.343	36.3285	-1.05838	375.551	21.4926	14.9796	400.394	33.4209
1359	-102.571	350.941	318.946	-166.383	346.383	187.089	32.8567	363.486	251.418	-25.0266	377.346	36.334	-1.07262	375.556	21.4875	14.9676	400.397	33.4259
1360	-102.212	350.699	319.089	-166.474	348.036	187.503	33.322	361.269	250.962	-25.0127	377.349	36.3286	-1.07318	375.557	21.4827	14.9758	400.4	33.4196
1361	-101.546	350.305	319.261	-166.476	349.651	188.026	33.9093	359.011	250.346	-25.01	377.351	36.335	-1.07781	375.557	21.4851	14.9776	400.399	33.4259
1362	-100.642	349.892	319.449	-166.448	351.378	188.665	34.4911	356.579	249.782	-24.9989	377.348	36.3328	-1.06214	375.557	21.4897	14.9825	400.393	33.423
1363	-99.6301	349.651	319.727	-166.413	353.327	189.319	34.8718	354.269	249.102	-25.0156	377.352	36.3325	-1.06705	375.56	21.4909	14.9794	400.397	33.4294
1364	-98.8732	349.641	319.941	-166.361	355.5	190.071	35.317	351.777	248.437	-25.0069	377.349	36.3295	-1.06045	375.554	21.4879	14.9818	400.394	33.4209
1365	-98.0449	349.732	320.21	-166.291	357.957	190.838	35.5924	349.353	247.864	-25.0132	377.349	36.3362	-1.07289	375.553	21.4938	14.9698	400.392	33.4265
1366	-97.2169	350.018	320.501	-166.159	360.535	191.646	35.6452	347.101	247.267	-25.0064	377.354	36.3375	-1.079	375.554	21.4924	14.9776	400.392	33.4277
1367	-96.4672	350.381	320.79	-165.991	363.156	192.472	35.8549	344.989	246.664	-25.0128	377.355	36.333	-1.07967	375.552	21.4907	14.9808	400.386	33.4287
1368	-95.6036	350.851	321.117	-165.762	365.636	193.307	36.0517	343.045	246.111	-25.023	377.363	36.329	-1.08288	375.553	21.4932	14.9835	400.385	33.4281
1369	-94.7648	351.306	321.435	-165.505	367.986	194.173	36.2933	341.213	245.531	-25.0215	377.358	36.3318	-1.08904	375.551	21.4872	14.9814	400.38	33.4291
1370	-93.8555	351.727	321.772	-165.178	370.236	195.049	36.443	339.348	244.953	-25.0302	377.364	36.3408	-1.11134	375.558	21.488	14.9808	400.379	33.4332
1371	-92.9117	352.059	322.092	-164.759	372.602	195.978	36.4454	337.326	244.352	-25.0114	377.37	36.3365	-1.11115	375.559	21.4837	14.9877	400.383	33.4261
1372	-91.9516	352.312	322.397	-164.19	374.984	196.89	36.5719	335.365	243.721	-25.0144	377.37	36.3404	-1.11138	375.56	21.4846	14.9815	400.38	33.4305
1373	-90.9811	352.509	322.683	-163.6	377.246	197.765	36.6629	333.402	243.081	-25.007	377.367	36.333	-1.09759	375.558	21.4848	14.9919	400.377	33.4263
1374	-90.1066	352.64	322.943	-162.969	379.439	198.647	36.6742	331.409	242.426	-25.0116	377.368	36.3429	-1.0884	375.549	21.4932	14.984	400.375	33.4333
1375	-89.1996	352.784	323.207	-162.323	381.671	199.542	36.6203	329.464	241.763	-25.0059	377.368	36.3337	-1.07783	375.551	21.4905	14.9955	400.374	33.4301
1376	-88.3919	352.858	323.542	-161.638	383.864	200.399	36.4867	327.538	241.123	-25.0323	377.371	36.3404	-1.11387	375.558	21.4922	14.9829	400.375	33.4332
1377	-87.5749	353.08	323.775	-160.955	386.1	201.231	36.2753	325.694	240.491	-25.0345	377.374	36.3284	-1.11448	375.558	21.4813	14.9866	400.371	33.4238
1378	-86.8604	353.32	323.997	-160.265	388.268	202.006	35.9477	323.867	239.904	-25.0459	377.374	36.3314	-1.12957	375.558	21.4821	14.9806	400.371	33.4348
1379	-86.1595	353.548	324.205	-159.58	390.326	202.75	35.6437	322.191	239.341	-25.0192	377.371	36.3254	-1.11553	375.555	21.4765	14.9926	400.366	33.4249
1380	-85.5176	353.793	324.412	-158.893	392.178	203.429	35.3362	320.681	238.854	-25.0218	377.383	36.3429	-1.11767	375.555	21.4881	14.9885	400.371	33.4394
1381	-84.915	354.018	324.595	-158.24	393.815	204.054	35.0866	319.407	238.409	-25.0007	377.381	36.3421	-1.09956	375.558	21.4889	14.9995	400.367	33.429
1382	-84.3089	354.338	324.724	-157.666	395.283	204.622	34.9683	318.32	238.046	-25.0145	377.379	36.3497	-1.10849	375.561	21.495	14.9838	400.368	33.4358
1383	-83.8195	354.502	324.857	-157.12	396.663	205.12	34.653	317.223	237.649	-25.0076	377.38	36.3323	-1.10644	375.562	21.4805	14.9946	400.365	33.4218
1384	-83.3636	354.665	324.999	-156.636	397.976	205.617	34.2779	316.138	237.262	-25.0471	377.38	36.3289	-1.12649	375.556	21.4836	14.9886	400.364	33.4278
1385	-82.9779	354.791	325.094	-156.187	399.312	206.144	33.8503	315.045	236.852	-25.0455	377.381	36.3151	-1.11302	375.557	21.4785	15.0027	400.361	33.425
1386	-82.5942	354.913	325.211	-155.681	400.603	206.623	33.3894	313.943	236.49	-25.0457	377.386	36.3259	-1.12746	375.556	21.4859	14.984	400.362	33.435
1387	-82.2483	355.062	325.311	-155.135	401.935	207.107	33.1013	312.95	236.161	-25.0172	377.388	36.3289	-1.11431	375.559	21.4841	15.0004	400.361	33.4284
1388	-81.9213	355.347	325.439	-154.886	403.279	207.741	32.5641	311.942	235.853	-25.0253	377.393	36.3441	-1.12491	375.56	21.492	14.9926	400.367	33.4377
1389	-81.7186	355.74	325.523	-154.408	404.761	208.146	31.9049	310.932	235.535	-25.0141	377.393	36.3371	-1.11619	375.559	21.4816	14.9968	400.363	33.4297
1390	-81.675	356.269	325.613	-153.931	406.379	208.468	31.08	309.947	235.276	-25.0344	377.394	36.3356	-1.1232	375.561	21.4835	14.9927	400.363	33.4276
1391	-81.6926	356.933	325.689	-153.183	408.315	208.613	30.1786	309.081	235.069	-25.0299	377.392	36.3286	-1.11463	375.559	21.4864	14.9972	400.36	33.4246
1392	-81.8158	357.692	325.769	-152.627	410.242	208.797	29.1891	308.307	234.92	-25.0508	377.395	36.3282	-1.12504	375.56	21.4902	14.9849	400.36	33.4319
1393	-81.9904	358.462	325.825	-152.244	411.99	208.98	28.2578	307.67	234.811	-25.0543	377.398	36.3219	-1.13493	375.561	21.4855	14.9885	400.357	33.43
1394	-82.1287	359.213	325.869	-151.876	413.586	209.116	27.3719	307.129	234.728	-25.067	377.4	36.3228	-1.14376	375.561	21.4813	14.9872	400.358	33.4315
1395	-82.2763	359.854	325.936	-151.539	414.999	209.25	26.6032	306.682	234.676	-25.0552	377.4	36.3238	-1.14222	375.558	21.4789	14.9886	400.354	33.4286
1396	-82.3292	360.489	325.958	-151.148	416.26	209.338	25.9274	306.267	234.628	-25.0418	377.396	36.3319	-1.13853	375.555	21.4812	14.9903	400.355	33.4282
1397	-82.429	360.968	326.037	-150.842	417.384	209.455	25.3234	305.908	234.592	-25.0264	377.396	36.3436	-1.12701	375.558	21.4884	14.9897	400.35	33.4325
1398	-82.4615	361.435	326.058	-150.551	418.358	209.553	24.7915	305.587	234.525	-25.0338	377.401	36.3393	-1.12214	375.562	21.49	14.992	400.358	33.4303
1399	-82.5312	361.774	326.082	-150.318	419.175	209.646	24.3184	305.287	234.453	-25.0528	377.398	36.3311	-1.13107	375.566	21.4895	14.9822	400.359	33.4316
1400	-82.5361	362.016	326.096	-150.119	419.804	209.711	23.9524	305.03	234.37	-25.0652	377.406	36.3096	-1.13846	375.564	21.4774	14.9928	400.353	33.4247
1401	-82.4773	362.119	326.126	-149.951	420.153	209.813	23.789	304.855	234.313	-25.0741	377.409	36.3112	-1.14521	375.561	21.4788	14.9956	400.353	33.4324
1402	-82.3201	362.069	326.156	-149.806	420.246	209.916	23.8098	304.708	234.25	-25.0574	377.411	36.3203	-1.14059	375.563	21.4797	14.9976	400.352	33.4223
1403	-82.1371	361.861	326.188	-149.666	420.18	210.041	23.9114	304.541	234.17	-25.0491	377.411	36.3404	-1.13879	375.566	21.4899	14.994	400.353	33.4336
1404	-81.9347	361.522	326.179	-149.52	419.999	210.158	24.0261	304.274	234.016	-25.0343	377.412	36.3301	-1.12931	375.563	21.4849	15.0044	400.358	33.4299
1405	-81.6938	361.039	326.169	-149.363	419.717	210.29	24.185	303.947	233.825	-25.0508	377.405	36.3272	-1.13839	375.558	21.4868	14.9927	400.358	33.434
1406	-81.3816	360.467	326.139	-149.208	419.322	210.452	24.4247	303.594	233.589	-25.0425	377.407	36.3148	-1.13679	375.559	21.4722	15.0027	400.354	33.4202
